ID_PRODUTO;DATA_INICIO;DATA_FIM;PRECO
56;2021-02-01;2021-03-01;718.6
57;2021-02-01;2021-03-01;414.45
58;2021-02-01;2021-03-01;149.62
59;2021-02-01;2021-03-01;197.24
60;2021-02-01;2021-03-01;174.81
61;2021-02-01;2021-03-01;823.17
62;2021-02-01;2021-03-01;80.33
63;2021-02-01;2021-03-01;2883.75
64;2021-02-01;2021-03-01;53.63
65;2021-02-01;2021-03-01;310.39
66;2021-02-01;2021-03-01;252.18
67;2021-02-01;2021-03-01;122.99
68;2021-02-01;2021-03-01;190.51
69;2021-02-01;2021-03-01;91.97
70;2021-02-01;2021-03-01;73.04
71;2021-02-01;2021-03-01;326.39
72;2021-02-01;2021-03-01;255.56
73;2021-02-01;2021-03-01;315.46
74;2021-02-01;2021-03-01;308.79
75;2021-02-01;2021-03-01;179.84
76;2021-02-01;2021-03-01;156.7
77;2021-02-01;2021-03-01;378.65
78;2021-02-01;2021-03-01;248.51
79;2021-02-01;2021-03-01;124.59
80;2021-02-01;2021-03-01;166.49
81;2021-02-01;2021-03-01;2839.56
82;2021-02-01;2021-03-01;77.87
83;2021-02-01;2021-03-01;328.52
84;2021-02-01;2021-03-01;502.66
85;2021-02-01;2021-03-01;116.06
86;2021-02-01;2021-03-01;1413.74
87;2021-02-01;2021-03-01;256.48
88;2021-02-01;2021-03-01;505.69
89;2021-02-01;2021-03-01;121.46
90;2021-02-01;2021-03-01;97.57
91;2021-02-01;2021-03-01;813.86
92;2021-02-01;2021-03-01;155.22
93;2021-02-01;2021-03-01;94.55
94;2021-02-01;2021-03-01;125.51
95;2021-02-01;2021-03-01;148.13
96;2021-02-01;2021-03-01;142.14
97;2021-02-01;2021-03-01;748.29
98;2021-02-01;2021-03-01;92.47
99;2021-02-01;2021-03-01;45.23
100;2021-02-01;2021-03-01;37.06
101;2021-02-01;2021-03-01;161.15
102;2021-02-01;2021-03-01;163.88
103;2021-02-01;2021-03-01;344.49
104;2021-02-01;2021-03-01;468.52
105;2021-02-01;2021-03-01;73.03
1;2021-03-01;2021-04-01;2396.54
2;2021-03-01;2021-04-01;341.15
3;2021-03-01;2021-04-01;5266.6
4;2021-03-01;2021-04-01;1157.17
5;2021-03-01;2021-04-01;364.48
6;2021-03-01;2021-04-01;696.47
7;2021-03-01;2021-04-01;2993.59
8;2021-03-01;2021-04-01;260.72
9;2021-03-01;2021-04-01;53.71
10;2021-03-01;2021-04-01;196.02
11;2021-03-01;2021-04-01;71.87
12;2021-03-01;2021-04-01;4563.21
13;2021-03-01;2021-04-01;1733.95
14;2021-03-01;2021-04-01;2051.67
15;2021-03-01;2021-04-01;2776.96
16;2021-03-01;2021-04-01;225.09
17;2021-03-01;2021-04-01;1930.44
18;2021-03-01;2021-04-01;537.4
19;2021-03-01;2021-04-01;669.36
20;2021-03-01;2021-04-01;3778.46
21;2021-03-01;2021-04-01;145.65
22;2021-03-01;2021-04-01;152.22
23;2021-03-01;2021-04-01;116.77
24;2021-03-01;2021-04-01;267.13
25;2021-03-01;2021-04-01;835.86
26;2021-03-01;2021-04-01;445.57
27;2021-03-01;2021-04-01;894.72
28;2021-03-01;2021-04-01;180.84
29;2021-03-01;2021-04-01;124.14
30;2021-03-01;2021-04-01;213.09
31;2021-03-01;2021-04-01;102.34
32;2021-03-01;2021-04-01;289.43
33;2021-03-01;2021-04-01;403.7
34;2021-03-01;2021-04-01;167.99
35;2021-03-01;2021-04-01;263.56
36;2021-03-01;2021-04-01;303.12
37;2021-03-01;2021-04-01;104.51
38;2021-03-01;2021-04-01;976.35
39;2021-03-01;2021-04-01;114.17
40;2021-03-01;2021-04-01;93.31
41;2021-03-01;2021-04-01;1537.16
42;2021-03-01;2021-04-01;3199.02
43;2021-03-01;2021-04-01;306.15
44;2021-03-01;2021-04-01;344.56
45;2021-03-01;2021-04-01;184.44
46;2021-03-01;2021-04-01;1311.31
47;2021-03-01;2021-04-01;259.96
48;2021-03-01;2021-04-01;98.41
49;2021-03-01;2021-04-01;149.6
50;2021-03-01;2021-04-01;1239.26
51;2021-03-01;2021-04-01;150.35
52;2021-03-01;2021-04-01;770.65
53;2021-03-01;2021-04-01;121.53
54;2021-03-01;2021-04-01;160.74
55;2021-03-01;2021-04-01;76.95
56;2021-03-01;2021-04-01;721.39
57;2021-03-01;2021-04-01;435.45
58;2021-03-01;2021-04-01;151.08
59;2021-03-01;2021-04-01;215.73
60;2021-03-01;2021-04-01;164.49
61;2021-03-01;2021-04-01;851.78
62;2021-03-01;2021-04-01;81.8
63;2021-03-01;2021-04-01;2687.46
64;2021-03-01;2021-04-01;51.04
65;2021-03-01;2021-04-01;325.03
66;2021-03-01;2021-04-01;225.69
67;2021-03-01;2021-04-01;128.56
68;2021-03-01;2021-04-01;216.84
69;2021-03-01;2021-04-01;85.28
70;2021-03-01;2021-04-01;87.32
71;2021-03-01;2021-04-01;376.09
72;2021-03-01;2021-04-01;264.19
73;2021-03-01;2021-04-01;284.24
74;2021-03-01;2021-04-01;307.05
75;2021-03-01;2021-04-01;188.42
76;2021-03-01;2021-04-01;136.78
77;2021-03-01;2021-04-01;405.93
78;2021-03-01;2021-04-01;243.7
79;2021-03-01;2021-04-01;120.39
80;2021-03-01;2021-04-01;196.06
81;2021-03-01;2021-04-01;2872.49
82;2021-03-01;2021-04-01;87.43
83;2021-03-01;2021-04-01;353.17
84;2021-03-01;2021-04-01;577.6
85;2021-03-01;2021-04-01;113.21
86;2021-03-01;2021-04-01;1528.27
87;2021-03-01;2021-04-01;246.55
88;2021-03-01;2021-04-01;548.54
89;2021-03-01;2021-04-01;111.43
90;2021-03-01;2021-04-01;102.59
91;2021-03-01;2021-04-01;903.75
92;2021-03-01;2021-04-01;164.57
93;2021-03-01;2021-04-01;105.79
94;2021-03-01;2021-04-01;129.2
95;2021-03-01;2021-04-01;153.83
96;2021-03-01;2021-04-01;126.78
97;2021-03-01;2021-04-01;685.24
98;2021-03-01;2021-04-01;96.56
99;2021-03-01;2021-04-01;51.61
100;2021-03-01;2021-04-01;42.68
101;2021-03-01;2021-04-01;157.14
102;2021-03-01;2021-04-01;191.3
103;2021-03-01;2021-04-01;382.2
104;2021-03-01;2021-04-01;456.39
105;2021-03-01;2021-04-01;64.12
1;2021-04-01;2021-05-01;2281.46
2;2021-04-01;2021-05-01;357.42
3;2021-04-01;2021-05-01;4804.28
4;2021-04-01;2021-05-01;1137.12
5;2021-04-01;2021-05-01;392.26
6;2021-04-01;2021-05-01;658.39
7;2021-04-01;2021-05-01;2889.37
8;2021-04-01;2021-05-01;252.09
9;2021-04-01;2021-05-01;47.65
10;2021-04-01;2021-05-01;194.67
11;2021-04-01;2021-05-01;74.53
12;2021-04-01;2021-05-01;4289.63
13;2021-04-01;2021-05-01;1710.78
14;2021-04-01;2021-05-01;2181.62
15;2021-04-01;2021-05-01;3207.93
16;2021-04-01;2021-05-01;241.29
17;2021-04-01;2021-05-01;1918.79
18;2021-04-01;2021-05-01;450.46
19;2021-04-01;2021-05-01;721.52
20;2021-04-01;2021-05-01;3848.99
21;2021-04-01;2021-05-01;154.86
22;2021-04-01;2021-05-01;137.51
23;2021-04-01;2021-05-01;113.58
24;2021-04-01;2021-05-01;261.12
25;2021-04-01;2021-05-01;798.44
26;2021-04-01;2021-05-01;488.35
27;2021-04-01;2021-05-01;833.47
28;2021-04-01;2021-05-01;165.72
29;2021-04-01;2021-05-01;129.58
30;2021-04-01;2021-05-01;195.47
31;2021-04-01;2021-05-01;109.0
32;2021-04-01;2021-05-01;293.42
33;2021-04-01;2021-05-01;435.67
34;2021-04-01;2021-05-01;193.54
35;2021-04-01;2021-05-01;276.95
36;2021-04-01;2021-05-01;291.07
37;2021-04-01;2021-05-01;109.45
38;2021-04-01;2021-05-01;1037.29
39;2021-04-01;2021-05-01;115.49
40;2021-04-01;2021-05-01;91.49
41;2021-04-01;2021-05-01;1429.79
42;2021-04-01;2021-05-01;3312.71
43;2021-04-01;2021-05-01;314.65
44;2021-04-01;2021-05-01;350.7
45;2021-04-01;2021-05-01;207.25
46;2021-04-01;2021-05-01;1159.54
47;2021-04-01;2021-05-01;262.24
48;2021-04-01;2021-05-01;100.95
49;2021-04-01;2021-05-01;164.06
50;2021-04-01;2021-05-01;1304.45
51;2021-04-01;2021-05-01;146.96
52;2021-04-01;2021-05-01;733.33
53;2021-04-01;2021-05-01;117.1
54;2021-04-01;2021-05-01;145.71
55;2021-04-01;2021-05-01;82.06
56;2021-04-01;2021-05-01;712.17
57;2021-04-01;2021-05-01;370.92
58;2021-04-01;2021-05-01;154.01
59;2021-04-01;2021-05-01;209.4
60;2021-04-01;2021-05-01;191.91
61;2021-04-01;2021-05-01;901.94
62;2021-04-01;2021-05-01;76.25
63;2021-04-01;2021-05-01;2753.78
64;2021-04-01;2021-05-01;49.77
65;2021-04-01;2021-05-01;278.72
66;2021-04-01;2021-05-01;264.1
67;2021-04-01;2021-05-01;114.41
68;2021-04-01;2021-05-01;191.56
69;2021-04-01;2021-05-01;84.98
70;2021-04-01;2021-05-01;72.97
71;2021-04-01;2021-05-01;327.7
72;2021-04-01;2021-05-01;228.54
73;2021-04-01;2021-05-01;326.29
74;2021-04-01;2021-05-01;291.47
75;2021-04-01;2021-05-01;192.31
76;2021-04-01;2021-05-01;160.87
77;2021-04-01;2021-05-01;370.54
78;2021-04-01;2021-05-01;273.79
79;2021-04-01;2021-05-01;121.25
80;2021-04-01;2021-05-01;187.16
81;2021-04-01;2021-05-01;2682.01
82;2021-04-01;2021-05-01;80.03
83;2021-04-01;2021-05-01;374.7
84;2021-04-01;2021-05-01;567.75
85;2021-04-01;2021-05-01;108.12
86;2021-04-01;2021-05-01;1579.44
87;2021-04-01;2021-05-01;245.91
88;2021-04-01;2021-05-01;529.34
89;2021-04-01;2021-05-01;125.66
90;2021-04-01;2021-05-01;104.06
91;2021-04-01;2021-05-01;815.13
92;2021-04-01;2021-05-01;152.83
93;2021-04-01;2021-05-01;95.4
94;2021-04-01;2021-05-01;117.52
95;2021-04-01;2021-05-01;159.2
96;2021-04-01;2021-05-01;127.75
97;2021-04-01;2021-05-01;773.22
98;2021-04-01;2021-05-01;88.06
99;2021-04-01;2021-05-01;48.02
100;2021-04-01;2021-05-01;36.26
101;2021-04-01;2021-05-01;149.91
102;2021-04-01;2021-05-01;194.52
103;2021-04-01;2021-05-01;332.2
104;2021-04-01;2021-05-01;508.71
105;2021-04-01;2021-05-01;68.56
1;2021-05-01;2021-06-01;2323.83
2;2021-05-01;2021-06-01;362.47
3;2021-05-01;2021-06-01;5227.44
4;2021-05-01;2021-06-01;1317.39
5;2021-05-01;2021-06-01;424.05
6;2021-05-01;2021-06-01;680.98
7;2021-05-01;2021-06-01;3264.19
8;2021-05-01;2021-06-01;236.84
9;2021-05-01;2021-06-01;47.96
10;2021-05-01;2021-06-01;197.41
11;2021-05-01;2021-06-01;63.38
12;2021-05-01;2021-06-01;4539.65
13;2021-05-01;2021-06-01;1742.45
14;2021-05-01;2021-06-01;2078.58
15;2021-05-01;2021-06-01;2822.62
16;2021-05-01;2021-06-01;239.74
17;2021-05-01;2021-06-01;1923.5
18;2021-05-01;2021-06-01;456.51
19;2021-05-01;2021-06-01;741.69
20;2021-05-01;2021-06-01;3246.2
21;2021-05-01;2021-06-01;137.26
22;2021-05-01;2021-06-01;145.66
23;2021-05-01;2021-06-01;124.9
24;2021-05-01;2021-06-01;269.99
25;2021-05-01;2021-06-01;844.93
26;2021-05-01;2021-06-01;472.71
27;2021-05-01;2021-06-01;889.46
28;2021-05-01;2021-06-01;164.72
29;2021-05-01;2021-06-01;140.65
30;2021-05-01;2021-06-01;209.64
31;2021-05-01;2021-06-01;107.3
32;2021-05-01;2021-06-01;274.27
33;2021-05-01;2021-06-01;384.02
34;2021-05-01;2021-06-01;196.49
35;2021-05-01;2021-06-01;253.8
36;2021-05-01;2021-06-01;314.3
37;2021-05-01;2021-06-01;93.43
38;2021-05-01;2021-06-01;992.36
39;2021-05-01;2021-06-01;110.72
40;2021-05-01;2021-06-01;91.06
41;2021-05-01;2021-06-01;1469.7
42;2021-05-01;2021-06-01;3192.37
43;2021-05-01;2021-06-01;286.98
44;2021-05-01;2021-06-01;375.41
45;2021-05-01;2021-06-01;210.97
46;2021-05-01;2021-06-01;1096.66
47;2021-05-01;2021-06-01;225.52
48;2021-05-01;2021-06-01;93.23
49;2021-05-01;2021-06-01;137.96
50;2021-05-01;2021-06-01;1127.84
51;2021-05-01;2021-06-01;148.72
52;2021-05-01;2021-06-01;765.77
53;2021-05-01;2021-06-01;131.46
54;2021-05-01;2021-06-01;143.03
55;2021-05-01;2021-06-01;82.3
56;2021-05-01;2021-06-01;761.67
57;2021-05-01;2021-06-01;408.08
58;2021-05-01;2021-06-01;142.14
59;2021-05-01;2021-06-01;210.99
60;2021-05-01;2021-06-01;167.81
61;2021-05-01;2021-06-01;913.46
62;2021-05-01;2021-06-01;74.44
63;2021-05-01;2021-06-01;2525.8
64;2021-05-01;2021-06-01;54.38
65;2021-05-01;2021-06-01;295.49
66;2021-05-01;2021-06-01;236.0
67;2021-05-01;2021-06-01;109.98
68;2021-05-01;2021-06-01;218.31
69;2021-05-01;2021-06-01;93.12
70;2021-05-01;2021-06-01;83.27
71;2021-05-01;2021-06-01;339.45
72;2021-05-01;2021-06-01;251.48
73;2021-05-01;2021-06-01;295.19
74;2021-05-01;2021-06-01;280.06
75;2021-05-01;2021-06-01;184.78
76;2021-05-01;2021-06-01;152.54
77;2021-05-01;2021-06-01;426.15
78;2021-05-01;2021-06-01;233.83
79;2021-05-01;2021-06-01;124.73
80;2021-05-01;2021-06-01;192.46
81;2021-05-01;2021-06-01;2969.43
82;2021-05-01;2021-06-01;80.5
83;2021-05-01;2021-06-01;340.74
84;2021-05-01;2021-06-01;574.7
85;2021-05-01;2021-06-01;129.89
86;2021-05-01;2021-06-01;1515.65
87;2021-05-01;2021-06-01;271.54
88;2021-05-01;2021-06-01;488.89
89;2021-05-01;2021-06-01;114.86
90;2021-05-01;2021-06-01;97.35
91;2021-05-01;2021-06-01;801.11
92;2021-05-01;2021-06-01;140.33
93;2021-05-01;2021-06-01;104.12
94;2021-05-01;2021-06-01;120.01
95;2021-05-01;2021-06-01;157.75
96;2021-05-01;2021-06-01;135.58
97;2021-05-01;2021-06-01;713.35
98;2021-05-01;2021-06-01;83.03
99;2021-05-01;2021-06-01;50.16
100;2021-05-01;2021-06-01;42.21
101;2021-05-01;2021-06-01;150.51
102;2021-05-01;2021-06-01;197.91
103;2021-05-01;2021-06-01;337.22
104;2021-05-01;2021-06-01;467.7
105;2021-05-01;2021-06-01;63.14
1;2021-06-01;2021-07-01;2229.5
2;2021-06-01;2021-07-01;331.08
3;2021-06-01;2021-07-01;4783.84
4;2021-06-01;2021-07-01;1206.49
5;2021-06-01;2021-07-01;362.71
6;2021-06-01;2021-07-01;691.99
7;2021-06-01;2021-07-01;3084.16
8;2021-06-01;2021-07-01;232.24
9;2021-06-01;2021-07-01;49.26
10;2021-06-01;2021-07-01;214.04
11;2021-06-01;2021-07-01;72.39
12;2021-06-01;2021-07-01;4070.99
13;2021-06-01;2021-07-01;1762.83
14;2021-06-01;2021-07-01;2130.75
15;2021-06-01;2021-07-01;2884.05
16;2021-06-01;2021-07-01;268.19
17;2021-06-01;2021-07-01;1922.65
18;2021-06-01;2021-07-01;482.52
19;2021-06-01;2021-07-01;642.29
20;2021-06-01;2021-07-01;3247.79
21;2021-06-01;2021-07-01;135.97
22;2021-06-01;2021-07-01;157.01
23;2021-06-01;2021-07-01;118.83
24;2021-06-01;2021-07-01;232.6
25;2021-06-01;2021-07-01;749.49
26;2021-06-01;2021-07-01;442.91
27;2021-06-01;2021-07-01;916.78
28;2021-06-01;2021-07-01;174.52
29;2021-06-01;2021-07-01;133.24
30;2021-06-01;2021-07-01;216.1
31;2021-06-01;2021-07-01;93.09
32;2021-06-01;2021-07-01;279.04
33;2021-06-01;2021-07-01;397.64
34;2021-06-01;2021-07-01;194.25
35;2021-06-01;2021-07-01;282.96
36;2021-06-01;2021-07-01;302.81
37;2021-06-01;2021-07-01;101.27
38;2021-06-01;2021-07-01;1089.88
39;2021-06-01;2021-07-01;113.18
40;2021-06-01;2021-07-01;97.35
41;2021-06-01;2021-07-01;1449.73
42;2021-06-01;2021-07-01;3243.71
43;2021-06-01;2021-07-01;274.33
44;2021-06-01;2021-07-01;319.16
45;2021-06-01;2021-07-01;211.84
46;2021-06-01;2021-07-01;1142.56
47;2021-06-01;2021-07-01;262.47
48;2021-06-01;2021-07-01;91.66
49;2021-06-01;2021-07-01;152.74
50;2021-06-01;2021-07-01;1180.42
51;2021-06-01;2021-07-01;137.16
52;2021-06-01;2021-07-01;753.92
53;2021-06-01;2021-07-01;110.2
54;2021-06-01;2021-07-01;144.71
55;2021-06-01;2021-07-01;73.61
56;2021-06-01;2021-07-01;665.48
57;2021-06-01;2021-07-01;386.76
58;2021-06-01;2021-07-01;159.93
59;2021-06-01;2021-07-01;212.96
60;2021-06-01;2021-07-01;178.63
61;2021-06-01;2021-07-01;862.36
62;2021-06-01;2021-07-01;83.91
63;2021-06-01;2021-07-01;2680.49
64;2021-06-01;2021-07-01;53.9
65;2021-06-01;2021-07-01;300.11
66;2021-06-01;2021-07-01;271.66
67;2021-06-01;2021-07-01;127.41
68;2021-06-01;2021-07-01;209.81
69;2021-06-01;2021-07-01;96.24
70;2021-06-01;2021-07-01;87.56
71;2021-06-01;2021-07-01;382.4
72;2021-06-01;2021-07-01;230.77
73;2021-06-01;2021-07-01;315.88
74;2021-06-01;2021-07-01;303.43
75;2021-06-01;2021-07-01;163.33
76;2021-06-01;2021-07-01;157.4
77;2021-06-01;2021-07-01;395.66
78;2021-06-01;2021-07-01;230.73
79;2021-06-01;2021-07-01;128.86
80;2021-06-01;2021-07-01;162.21
81;2021-06-01;2021-07-01;2640.94
82;2021-06-01;2021-07-01;73.82
83;2021-06-01;2021-07-01;368.62
84;2021-06-01;2021-07-01;501.07
85;2021-06-01;2021-07-01;112.12
86;2021-06-01;2021-07-01;1391.04
87;2021-06-01;2021-07-01;258.96
88;2021-06-01;2021-07-01;463.93
89;2021-06-01;2021-07-01;122.45
90;2021-06-01;2021-07-01;90.72
91;2021-06-01;2021-07-01;867.58
92;2021-06-01;2021-07-01;163.12
93;2021-06-01;2021-07-01;92.98
94;2021-06-01;2021-07-01;113.25
95;2021-06-01;2021-07-01;139.75
96;2021-06-01;2021-07-01;124.3
97;2021-06-01;2021-07-01;783.54
98;2021-06-01;2021-07-01;90.16
99;2021-06-01;2021-07-01;50.36
100;2021-06-01;2021-07-01;42.72
101;2021-06-01;2021-07-01;148.49
102;2021-06-01;2021-07-01;168.23
103;2021-06-01;2021-07-01;371.02
104;2021-06-01;2021-07-01;515.52
105;2021-06-01;2021-07-01;64.19
1;2021-07-01;2021-08-01;2098.8
2;2021-07-01;2021-08-01;342.25
3;2021-07-01;2021-08-01;4458.22
4;2021-07-01;2021-08-01;1245.17
5;2021-07-01;2021-08-01;387.98
6;2021-07-01;2021-08-01;596.36
7;2021-07-01;2021-08-01;2882.16
8;2021-07-01;2021-08-01;241.06
9;2021-07-01;2021-08-01;51.47
10;2021-07-01;2021-08-01;190.74
11;2021-07-01;2021-08-01;75.49
12;2021-07-01;2021-08-01;4825.97
13;2021-07-01;2021-08-01;1632.62
14;2021-07-01;2021-08-01;2369.24
15;2021-07-01;2021-08-01;3136.77
16;2021-07-01;2021-08-01;235.0
17;2021-07-01;2021-08-01;1787.0
18;2021-07-01;2021-08-01;486.31
19;2021-07-01;2021-08-01;661.02
20;2021-07-01;2021-08-01;3778.49
21;2021-07-01;2021-08-01;160.55
22;2021-07-01;2021-08-01;142.43
23;2021-07-01;2021-08-01;122.71
24;2021-07-01;2021-08-01;257.58
25;2021-07-01;2021-08-01;869.58
26;2021-07-01;2021-08-01;407.95
27;2021-07-01;2021-08-01;828.26
28;2021-07-01;2021-08-01;182.26
29;2021-07-01;2021-08-01;136.12
30;2021-07-01;2021-08-01;212.91
31;2021-07-01;2021-08-01;104.08
32;2021-07-01;2021-08-01;287.87
33;2021-07-01;2021-08-01;365.33
34;2021-07-01;2021-08-01;190.06
35;2021-07-01;2021-08-01;280.23
36;2021-07-01;2021-08-01;319.05
37;2021-07-01;2021-08-01;109.47
38;2021-07-01;2021-08-01;1092.79
39;2021-07-01;2021-08-01;102.32
40;2021-07-01;2021-08-01;96.84
41;2021-07-01;2021-08-01;1516.32
42;2021-07-01;2021-08-01;3184.96
43;2021-07-01;2021-08-01;317.11
44;2021-07-01;2021-08-01;382.7
45;2021-07-01;2021-08-01;201.17
46;2021-07-01;2021-08-01;1190.08
47;2021-07-01;2021-08-01;270.45
48;2021-07-01;2021-08-01;109.51
49;2021-07-01;2021-08-01;161.51
50;2021-07-01;2021-08-01;1115.89
51;2021-07-01;2021-08-01;146.93
52;2021-07-01;2021-08-01;758.68
53;2021-07-01;2021-08-01;125.3
54;2021-07-01;2021-08-01;145.78
55;2021-07-01;2021-08-01;78.07
56;2021-07-01;2021-08-01;767.29
57;2021-07-01;2021-08-01;386.67
58;2021-07-01;2021-08-01;163.54
59;2021-07-01;2021-08-01;194.47
60;2021-07-01;2021-08-01;186.94
61;2021-07-01;2021-08-01;896.85
62;2021-07-01;2021-08-01;85.43
63;2021-07-01;2021-08-01;3007.52
64;2021-07-01;2021-08-01;51.38
65;2021-07-01;2021-08-01;290.42
66;2021-07-01;2021-08-01;260.1
67;2021-07-01;2021-08-01;115.62
68;2021-07-01;2021-08-01;192.02
69;2021-07-01;2021-08-01;89.79
70;2021-07-01;2021-08-01;75.15
71;2021-07-01;2021-08-01;365.98
72;2021-07-01;2021-08-01;248.97
73;2021-07-01;2021-08-01;301.76
74;2021-07-01;2021-08-01;284.9
75;2021-07-01;2021-08-01;173.62
76;2021-07-01;2021-08-01;159.77
77;2021-07-01;2021-08-01;420.94
78;2021-07-01;2021-08-01;257.51
79;2021-07-01;2021-08-01;123.64
80;2021-07-01;2021-08-01;186.58
81;2021-07-01;2021-08-01;2634.4
82;2021-07-01;2021-08-01;87.23
83;2021-07-01;2021-08-01;360.48
84;2021-07-01;2021-08-01;541.89
85;2021-07-01;2021-08-01;126.93
86;2021-07-01;2021-08-01;1537.03
87;2021-07-01;2021-08-01;235.56
88;2021-07-01;2021-08-01;466.41
89;2021-07-01;2021-08-01;111.79
90;2021-07-01;2021-08-01;109.46
91;2021-07-01;2021-08-01;924.68
92;2021-07-01;2021-08-01;152.26
93;2021-07-01;2021-08-01;94.35
94;2021-07-01;2021-08-01;111.87
95;2021-07-01;2021-08-01;146.85
96;2021-07-01;2021-08-01;133.98
97;2021-07-01;2021-08-01;771.52
98;2021-07-01;2021-08-01;81.02
99;2021-07-01;2021-08-01;46.43
100;2021-07-01;2021-08-01;37.33
101;2021-07-01;2021-08-01;139.98
102;2021-07-01;2021-08-01;173.48
103;2021-07-01;2021-08-01;321.38
104;2021-07-01;2021-08-01;532.87
105;2021-07-01;2021-08-01;75.49
1;2021-08-01;2021-09-01;2356.04
2;2021-08-01;2021-09-01;355.28
3;2021-08-01;2021-09-01;4397.49
4;2021-08-01;2021-09-01;1307.88
5;2021-08-01;2021-09-01;409.25
6;2021-08-01;2021-09-01;592.81
7;2021-08-01;2021-09-01;3311.58
8;2021-08-01;2021-09-01;274.72
9;2021-08-01;2021-09-01;49.01
10;2021-08-01;2021-09-01;204.86
11;2021-08-01;2021-09-01;69.21
12;2021-08-01;2021-09-01;4782.65
13;2021-08-01;2021-09-01;1776.72
14;2021-08-01;2021-09-01;2340.94
15;2021-08-01;2021-09-01;3221.32
16;2021-08-01;2021-09-01;229.22
17;2021-08-01;2021-09-01;1912.94
18;2021-08-01;2021-09-01;486.56
19;2021-08-01;2021-09-01;713.14
20;2021-08-01;2021-09-01;3351.46
21;2021-08-01;2021-09-01;148.68
22;2021-08-01;2021-09-01;149.29
23;2021-08-01;2021-09-01;121.67
24;2021-08-01;2021-09-01;241.87
25;2021-08-01;2021-09-01;737.84
26;2021-08-01;2021-09-01;449.78
27;2021-08-01;2021-09-01;870.48
28;2021-08-01;2021-09-01;164.72
29;2021-08-01;2021-09-01;118.4
30;2021-08-01;2021-09-01;214.24
31;2021-08-01;2021-09-01;93.48
32;2021-08-01;2021-09-01;270.61
33;2021-08-01;2021-09-01;381.58
34;2021-08-01;2021-09-01;173.63
35;2021-08-01;2021-09-01;281.43
36;2021-08-01;2021-09-01;303.4
37;2021-08-01;2021-09-01;99.16
38;2021-08-01;2021-09-01;1058.39
39;2021-08-01;2021-09-01;106.43
40;2021-08-01;2021-09-01;97.46
41;2021-08-01;2021-09-01;1435.94
42;2021-08-01;2021-09-01;2975.22
43;2021-08-01;2021-09-01;316.66
44;2021-08-01;2021-09-01;379.42
45;2021-08-01;2021-09-01;189.27
46;2021-08-01;2021-09-01;1234.87
47;2021-08-01;2021-09-01;273.37
48;2021-08-01;2021-09-01;100.72
49;2021-08-01;2021-09-01;151.0
50;2021-08-01;2021-09-01;1098.26
51;2021-08-01;2021-09-01;146.15
52;2021-08-01;2021-09-01;733.33
53;2021-08-01;2021-09-01;110.18
54;2021-08-01;2021-09-01;155.76
55;2021-08-01;2021-09-01;86.97
56;2021-08-01;2021-09-01;646.24
57;2021-08-01;2021-09-01;425.44
58;2021-08-01;2021-09-01;148.41
59;2021-08-01;2021-09-01;193.1
60;2021-08-01;2021-09-01;174.62
61;2021-08-01;2021-09-01;772.19
62;2021-08-01;2021-09-01;76.5
63;2021-08-01;2021-09-01;2615.57
64;2021-08-01;2021-09-01;46.62
65;2021-08-01;2021-09-01;327.4
66;2021-08-01;2021-09-01;245.09
67;2021-08-01;2021-09-01;110.25
68;2021-08-01;2021-09-01;208.75
69;2021-08-01;2021-09-01;93.56
70;2021-08-01;2021-09-01;73.18
71;2021-08-01;2021-09-01;357.3
72;2021-08-01;2021-09-01;233.97
73;2021-08-01;2021-09-01;304.84
74;2021-08-01;2021-09-01;318.93
75;2021-08-01;2021-09-01;168.7
76;2021-08-01;2021-09-01;142.89
77;2021-08-01;2021-09-01;400.74
78;2021-08-01;2021-09-01;236.28
79;2021-08-01;2021-09-01;136.72
80;2021-08-01;2021-09-01;172.23
81;2021-08-01;2021-09-01;2523.25
82;2021-08-01;2021-09-01;72.24
83;2021-08-01;2021-09-01;352.55
84;2021-08-01;2021-09-01;526.91
85;2021-08-01;2021-09-01;114.91
86;2021-08-01;2021-09-01;1446.74
87;2021-08-01;2021-09-01;254.66
88;2021-08-01;2021-09-01;467.09
89;2021-08-01;2021-09-01;108.79
90;2021-08-01;2021-09-01;95.1
91;2021-08-01;2021-09-01;880.04
92;2021-08-01;2021-09-01;158.29
93;2021-08-01;2021-09-01;97.97
94;2021-08-01;2021-09-01;113.34
95;2021-08-01;2021-09-01;135.54
96;2021-08-01;2021-09-01;129.12
97;2021-08-01;2021-09-01;787.71
98;2021-08-01;2021-09-01;95.14
99;2021-08-01;2021-09-01;51.45
100;2021-08-01;2021-09-01;39.05
101;2021-08-01;2021-09-01;160.53
102;2021-08-01;2021-09-01;184.44
103;2021-08-01;2021-09-01;317.66
104;2021-08-01;2021-09-01;466.92
105;2021-08-01;2021-09-01;66.44
1;2021-09-01;2021-10-01;2405.9
2;2021-09-01;2021-10-01;349.6
3;2021-09-01;2021-10-01;4890.98
4;2021-09-01;2021-10-01;1140.18
5;2021-09-01;2021-10-01;436.12
6;2021-09-01;2021-10-01;631.6
7;2021-09-01;2021-10-01;2956.89
8;2021-09-01;2021-10-01;268.96
9;2021-09-01;2021-10-01;48.63
10;2021-09-01;2021-10-01;208.91
11;2021-09-01;2021-10-01;64.34
12;2021-09-01;2021-10-01;4398.1
